prefix,gloss,taccs,vaccs,bepoch,bacc,bN,bvacc,time
as=cifar10=vit=distill=single,0.46142739057540894,"[0.37016, 0.42012, 0.49586, 0.59774, 0.69028, 0.83898, 0.86462, 0.88376, 0.89756, 0.90118, 0.90154, 0.90192]","[0.4148, 0.4847, 0.5752, 0.6871, 0.7736, 0.8845, 0.891, 0.8995, 0.9052, 0.9085, 0.9092, 0.9084]",56,0.9116,6,0.8949,74901.39672517776
as=cifar10=vit=distill=single,0.30348122119903564,"[0.36912, 0.4171, 0.49502, 0.59624, 0.69248, 0.8391, 0.86392, 0.88432, 0.8968, 0.90182, 0.9019, 0.90216]","[0.4234, 0.4887, 0.5706, 0.6778, 0.77, 0.8817, 0.893, 0.9008, 0.9037, 0.905, 0.9071, 0.9065]",56,0.9116,6,0.8949,75413.4509408474
as=cifar10=vit=distill=single,0.40268951654434204,"[0.3679, 0.41628, 0.4978, 0.6004, 0.6914, 0.83902, 0.8639, 0.88426, 0.8956, 0.90072, 0.9006, 0.90134]","[0.4011, 0.4809, 0.5672, 0.6849, 0.7713, 0.8859, 0.893, 0.9011, 0.906, 0.9109, 0.9113, 0.9115]",56,0.9116,6,0.8949,75927.37894177437
as=cifar10=vit=distill=single,0.2720775604248047,"[0.37368, 0.42178, 0.50198, 0.60106, 0.69328, 0.8464, 0.86884, 0.8877, 0.90094, 0.90398, 0.90482, 0.90496]","[0.4159, 0.4902, 0.5788, 0.6884, 0.7747, 0.8863, 0.8953, 0.9038, 0.9065, 0.9098, 0.9108, 0.9117]",62,0.9117,6,0.8953,76442.62334227562
as=cifar10=vit=distill=single,0.33669978380203247,"[0.37058, 0.42126, 0.50144, 0.60222, 0.69682, 0.84876, 0.87212, 0.89154, 0.904, 0.90696, 0.90754, 0.9072]","[0.421, 0.4902, 0.5731, 0.6859, 0.7749, 0.8877, 0.8955, 0.9028, 0.9082, 0.9112, 0.912, 0.9125]",63,0.9125,6,0.8955,76958.1122200489
as=cifar10=vit=distill=single,0.3117530941963196,"[0.36876, 0.42218, 0.50224, 0.60094, 0.69258, 0.84768, 0.87026, 0.88896, 0.90296, 0.90674, 0.90714, 0.9072]","[0.4141, 0.4932, 0.575, 0.691, 0.7762, 0.8872, 0.8967, 0.904, 0.9058, 0.9099, 0.9085, 0.9092]",63,0.9125,6,0.8955,77473.09769487381
as=cifar10=vit=distill=single,0.3440917730331421,"[0.3754, 0.42452, 0.50366, 0.60474, 0.69736, 0.8494, 0.87172, 0.89108, 0.90194, 0.90628, 0.90756, 0.90756]","[0.4195, 0.4905, 0.5801, 0.6862, 0.7762, 0.8882, 0.8963, 0.9045, 0.9058, 0.9088, 0.9108, 0.9114]",63,0.9125,6,0.8955,77984.12111067772
as=cifar10=vit=distill=single,0.33964747190475464,"[0.37188, 0.42086, 0.5011, 0.60354, 0.6933, 0.84956, 0.87176, 0.89118, 0.90338, 0.90696, 0.90764, 0.90742]","[0.4182, 0.4891, 0.5776, 0.6874, 0.7757, 0.8879, 0.8961, 0.9072, 0.9074, 0.9111, 0.9099, 0.9112]",63,0.9125,6,0.8955,78497.15567040443
as=cifar10=vit=distill=single,0.29755377769470215,"[0.3724, 0.4228, 0.50158, 0.60446, 0.6974, 0.85126, 0.8736, 0.89376, 0.90608, 0.90964, 0.90966, 0.90952]","[0.4136, 0.489, 0.5796, 0.687, 0.7765, 0.8897, 0.8969, 0.9044, 0.907, 0.9115, 0.9123, 0.9115]",63,0.9125,6,0.8955,79008.58218598366
as=cifar10=vit=distill=single,0.30143123865127563,"[0.37538, 0.42636, 0.50442, 0.60414, 0.69786, 0.85348, 0.875, 0.89384, 0.9068, 0.9102, 0.9109, 0.91066]","[0.408, 0.487, 0.5799, 0.6896, 0.7733, 0.889, 0.8973, 0.9029, 0.9054, 0.9109, 0.9116, 0.9115]",63,0.9125,6,0.8955,79520.86534380913
as=cifar10=vit=distill=single,0.3227238655090332,"[0.37404, 0.4245, 0.50548, 0.60764, 0.70084, 0.85418, 0.87576, 0.89538, 0.90836, 0.9114, 0.91142, 0.9116]","[0.4102, 0.4872, 0.5746, 0.6907, 0.7788, 0.8861, 0.8968, 0.9057, 0.909, 0.9111, 0.911, 0.9109]",63,0.9125,6,0.8955,80031.83675956726
as=cifar10=vit=distill=single,0.34013575315475464,"[0.37004, 0.4217, 0.50008, 0.6031, 0.69778, 0.85418, 0.87406, 0.89322, 0.90706, 0.90988, 0.91014, 0.90992]","[0.4196, 0.4927, 0.5771, 0.6842, 0.7785, 0.8888, 0.8991, 0.9052, 0.9081, 0.9115, 0.9125, 0.913]",70,0.913,6,0.8991,80545.47284054756
as=cifar10=vit=distill=single,0.2814253866672516,"[0.37396, 0.42022, 0.50106, 0.60126, 0.69792, 0.85494, 0.87584, 0.89642, 0.90772, 0.91162, 0.91198, 0.91216]","[0.4158, 0.4946, 0.5811, 0.6852, 0.7787, 0.8889, 0.8961, 0.9049, 0.9077, 0.9113, 0.9137, 0.9128]",71,0.9137,6,0.8961,81054.61380767822
as=cifar10=vit=distill=single,0.4535810947418213,"[0.37462, 0.42816, 0.50262, 0.60544, 0.69688, 0.85372, 0.87648, 0.89476, 0.90686, 0.91026, 0.91078, 0.91082]","[0.4172, 0.494, 0.5851, 0.6917, 0.7726, 0.8892, 0.8946, 0.9044, 0.9057, 0.9105, 0.9127, 0.9126]",71,0.9137,6,0.8961,81573.22909450531
as=cifar10=vit=distill=single,0.2582620680332184,"[0.37614, 0.42456, 0.50356, 0.60548, 0.699, 0.85492, 0.87524, 0.89528, 0.90794, 0.91176, 0.91158, 0.9116]","[0.4183, 0.4917, 0.5798, 0.6879, 0.776, 0.8896, 0.8982, 0.9052, 0.9075, 0.9113, 0.9108, 0.9121]",71,0.9137,6,0.8961,82097.97569799423
as=cifar10=vit=distill=single,0.4171408712863922,"[0.37114, 0.42334, 0.50176, 0.60268, 0.7005, 0.8546, 0.87566, 0.8951, 0.90708, 0.91042, 0.9109, 0.9118]","[0.4204, 0.4895, 0.5792, 0.6886, 0.7751, 0.8903, 0.8978, 0.9061, 0.9081, 0.9125, 0.9154, 0.9146]",74,0.9154,6,0.8978,82620.72875475883
as=cifar10=vit=distill=single,0.29735368490219116,"[0.37608, 0.42516, 0.50376, 0.60482, 0.6998, 0.85828, 0.87806, 0.89728, 0.90852, 0.91266, 0.91294, 0.91342]","[0.4201, 0.4911, 0.5768, 0.6853, 0.7744, 0.8893, 0.8958, 0.905, 0.9078, 0.9098, 0.9122, 0.9123]",74,0.9154,6,0.8978,83133.56322145462
as=cifar10=vit=distill=single,0.3033939003944397,"[0.37342, 0.42626, 0.50486, 0.6073, 0.70144, 0.858, 0.8775, 0.89506, 0.90728, 0.91242, 0.91308, 0.9126]","[0.4184, 0.4879, 0.5821, 0.6882, 0.7765, 0.8898, 0.896, 0.904, 0.9073, 0.9115, 0.9122, 0.9124]",74,0.9154,6,0.8978,83645.8280723095
as=cifar10=vit=distill=single,0.28485143184661865,"[0.37688, 0.4276, 0.50526, 0.60794, 0.70194, 0.85742, 0.8763, 0.89708, 0.90916, 0.9121, 0.9123, 0.91236]","[0.4127, 0.4911, 0.5768, 0.6895, 0.7754, 0.8894, 0.8979, 0.9053, 0.9085, 0.9119, 0.9131, 0.9117]",74,0.9154,6,0.8978,84158.83911180496
as=cifar10=vit=distill=single,0.3954732120037079,"[0.37446, 0.42754, 0.50412, 0.60786, 0.703, 0.8584, 0.8787, 0.89734, 0.91, 0.91432, 0.91548, 0.91522]","[0.4219, 0.4936, 0.5768, 0.6851, 0.7777, 0.8898, 0.8986, 0.9073, 0.909, 0.9122, 0.9133, 0.9126]",74,0.9154,6,0.8978,84675.91510820389
as=cifar10=vit=distill=single,0.41707515716552734,"[0.37328, 0.4248, 0.50442, 0.60372, 0.69802, 0.85934, 0.8803, 0.89996, 0.91188, 0.91448, 0.91464, 0.9152]","[0.4136, 0.4896, 0.5769, 0.6872, 0.7753, 0.8912, 0.8985, 0.906, 0.9104, 0.9142, 0.9147, 0.9141]",74,0.9154,6,0.8978,85189.07531070709
as=cifar10=vit=distill=single,0.4404929280281067,"[0.37312, 0.42542, 0.50452, 0.60482, 0.7, 0.86086, 0.88048, 0.90058, 0.91246, 0.91544, 0.91534, 0.91508]","[0.4205, 0.4879, 0.5719, 0.6868, 0.776, 0.8887, 0.8965, 0.9076, 0.9091, 0.9132, 0.9152, 0.9143]",74,0.9154,6,0.8978,85702.7381169796
as=cifar10=vit=distill=single,0.38975685834884644,"[0.37664, 0.42656, 0.50568, 0.6073, 0.6995, 0.85702, 0.8773, 0.89804, 0.91132, 0.91414, 0.9145, 0.9147]","[0.4104, 0.4848, 0.5827, 0.6864, 0.7771, 0.8896, 0.8959, 0.9062, 0.9092, 0.9124, 0.9144, 0.9146]",74,0.9154,6,0.8978,86213.07870197296
as=cifar10=vit=distill=single,0.3122459650039673,"[0.37602, 0.42774, 0.50636, 0.60598, 0.7009, 0.85994, 0.87928, 0.8983, 0.91128, 0.91452, 0.9148, 0.91516]","[0.4208, 0.4877, 0.5811, 0.6866, 0.7754, 0.8888, 0.8976, 0.9062, 0.9077, 0.9131, 0.9142, 0.9135]",74,0.9154,6,0.8978,86727.69853806496
as=cifar10=vit=distill=single,0.32180607318878174,"[0.37622, 0.42498, 0.50476, 0.60934, 0.70036, 0.85958, 0.87872, 0.89818, 0.91166, 0.91426, 0.91422, 0.91456]","[0.4218, 0.496, 0.5837, 0.6886, 0.7735, 0.8866, 0.8963, 0.9052, 0.9065, 0.9128, 0.9116, 0.9126]",74,0.9154,6,0.8978,87241.42659187317
as=cifar10=vit=distill=single,0.22633147239685059,"[0.37564, 0.42702, 0.506, 0.60542, 0.7015, 0.86058, 0.87856, 0.8983, 0.90942, 0.91258, 0.91336, 0.91316]","[0.4156, 0.4901, 0.583, 0.6881, 0.7736, 0.8884, 0.8944, 0.905, 0.9077, 0.9103, 0.9111, 0.9114]",74,0.9154,6,0.8978,87753.0979616642
as=cifar10=vit=distill=single,0.3318418860435486,"[0.37854, 0.42696, 0.50508, 0.60574, 0.70482, 0.85948, 0.88088, 0.89904, 0.91126, 0.9142, 0.91522, 0.91528]","[0.4208, 0.4923, 0.5793, 0.6887, 0.7747, 0.8863, 0.8965, 0.9029, 0.9082, 0.9128, 0.9123, 0.9129]",74,0.9154,6,0.8978,88263.45831990242
as=cifar10=vit=distill=single,0.2748550772666931,"[0.35318, 0.40378, 0.47374, 0.57256, 0.66388, 0.80896, 0.83614, 0.8554, 0.8708, 0.87488, 0.8753, 0.87554]","[0.4099, 0.4714, 0.5367, 0.6653, 0.7442, 0.8668, 0.8786, 0.8808, 0.8853, 0.8877, 0.8887, 0.8885]",74,0.9154,6,0.8978,88774.46747899055
as=cifar10=vit=distill=single,0.5026078224182129,"[0.35946, 0.41078, 0.48662, 0.58916, 0.68098, 0.82788, 0.85262, 0.87304, 0.8854, 0.88966, 0.89052, 0.89044]","[0.4174, 0.4872, 0.5668, 0.6657, 0.7568, 0.8816, 0.8877, 0.8923, 0.8949, 0.8969, 0.8973, 0.8981]",74,0.9154,6,0.8978,89289.689950943
as=cifar10=vit=distill=single,0.35954567790031433,"[0.35968, 0.40998, 0.48964, 0.59022, 0.68166, 0.83472, 0.85692, 0.87774, 0.89008, 0.89366, 0.89518, 0.89472]","[0.4187, 0.4867, 0.5761, 0.6719, 0.7636, 0.8743, 0.8852, 0.893, 0.8963, 0.9004, 0.9022, 0.9026]",74,0.9154,6,0.8978,89808.23470759392
as=cifar10=vit=distill=single,0.352377325296402,"[0.3621, 0.41434, 0.49008, 0.58904, 0.68534, 0.83238, 0.85568, 0.87584, 0.89022, 0.89338, 0.89454, 0.8947]","[0.4169, 0.4821, 0.568, 0.6785, 0.7651, 0.8839, 0.891, 0.8936, 0.8974, 0.9, 0.9028, 0.9027]",74,0.9154,6,0.8978,90322.31211256981
as=cifar10=vit=distill=single,0.3119868040084839,"[0.36444, 0.41224, 0.491, 0.592, 0.68512, 0.83622, 0.86072, 0.8806, 0.89232, 0.89702, 0.89682, 0.89692]","[0.4061, 0.4853, 0.5754, 0.6763, 0.7654, 0.8826, 0.8868, 0.8949, 0.8982, 0.9028, 0.9032, 0.9041]",74,0.9154,6,0.8978,90838.22226047516
as=cifar10=vit=distill=single,0.22142159938812256,"[0.36166, 0.41812, 0.48878, 0.5931, 0.68452, 0.83546, 0.85774, 0.8762, 0.88956, 0.89316, 0.8936, 0.89438]","[0.4141, 0.489, 0.5691, 0.6819, 0.767, 0.8804, 0.8881, 0.8962, 0.9002, 0.904, 0.9034, 0.904]",74,0.9154,6,0.8978,91348.53876185417
as=cifar10=vit=distill=single,0.41177332401275635,"[0.36416, 0.41088, 0.49058, 0.58888, 0.68262, 0.83472, 0.8577, 0.8766, 0.89016, 0.8944, 0.89558, 0.89488]","[0.4167, 0.4892, 0.5583, 0.6872, 0.7681, 0.8806, 0.8883, 0.8982, 0.9018, 0.9034, 0.904, 0.9042]",74,0.9154,6,0.8978,91857.23425149918
as=cifar10=vit=distill=single,0.36252573132514954,"[0.36918, 0.4171, 0.49796, 0.59876, 0.69396, 0.84666, 0.86764, 0.88672, 0.89948, 0.90378, 0.90422, 0.90414]","[0.4233, 0.4903, 0.5683, 0.6867, 0.7695, 0.887, 0.8948, 0.9026, 0.9052, 0.909, 0.909, 0.9094]",74,0.9154,6,0.8978,92374.9919719696
as=cifar10=vit=distill=single,0.30039137601852417,"[0.3738, 0.41882, 0.49954, 0.5999, 0.69436, 0.84946, 0.87128, 0.8904, 0.90276, 0.90596, 0.90656, 0.90634]","[0.4087, 0.4911, 0.5744, 0.6879, 0.7738, 0.8867, 0.8919, 0.8976, 0.9004, 0.9073, 0.9068, 0.907]",74,0.9154,6,0.8978,92894.67759013176
as=cifar10=vit=distill=single,0.23763611912727356,"[0.37138, 0.41928, 0.49866, 0.60134, 0.69262, 0.85142, 0.87222, 0.89142, 0.90362, 0.90682, 0.90698, 0.90674]","[0.4101, 0.4873, 0.5801, 0.6868, 0.7711, 0.8855, 0.896, 0.9022, 0.9077, 0.912, 0.9108, 0.9115]",74,0.9154,6,0.8978,93406.67426943779
as=cifar10=vit=distill=single,0.37660282850265503,"[0.37016, 0.41816, 0.49714, 0.5979, 0.69106, 0.85238, 0.87086, 0.89154, 0.90256, 0.90548, 0.90582, 0.90598]","[0.4197, 0.4902, 0.577, 0.6874, 0.7687, 0.8867, 0.8955, 0.9017, 0.9041, 0.908, 0.9103, 0.9098]",74,0.9154,6,0.8978,93917.89888906479
as=cifar10=vit=distill=single,0.49204021692276,"[0.35168, 0.40076, 0.47832, 0.5726, 0.66462, 0.80564, 0.83562, 0.85626, 0.87008, 0.87424, 0.8745, 0.87474]","[0.3977, 0.445, 0.5437, 0.6539, 0.7546, 0.8636, 0.8751, 0.8795, 0.8831, 0.8836, 0.8851, 0.8843]",74,0.9154,6,0.8978,97809.03788304329
as=cifar10=vit=distill=single,0.6172353029251099,"[0.34926, 0.39918, 0.47464, 0.57434, 0.66614, 0.80428, 0.8307, 0.85182, 0.86496, 0.87004, 0.87106, 0.87042]","[0.4104, 0.4711, 0.5675, 0.6609, 0.7501, 0.8699, 0.8833, 0.8861, 0.8877, 0.89, 0.8906, 0.8894]",74,0.9154,6,0.8978,103313.78807091713
as=cifar10=vit=distill=single,0.5033529996871948,"[0.36212, 0.41096, 0.48834, 0.58808, 0.67832, 0.82606, 0.84812, 0.86682, 0.88008, 0.88462, 0.885, 0.88516]","[0.4124, 0.4914, 0.5679, 0.6784, 0.7663, 0.882, 0.8881, 0.8944, 0.8974, 0.9004, 0.9009, 0.9005]",74,0.9154,6,0.8978,109549.9542336464
as=cifar10=vit=distill=single,0.44147196412086487,"[0.36262, 0.41454, 0.49236, 0.59048, 0.68492, 0.83086, 0.85254, 0.87284, 0.88636, 0.89134, 0.89154, 0.89186]","[0.4071, 0.4634, 0.5657, 0.669, 0.7573, 0.8754, 0.8828, 0.8894, 0.8937, 0.8953, 0.8948, 0.8942]",74,0.9154,6,0.8978,117271.02452731133
as=cifar10=vit=distill=single,0.3077549338340759,"[0.36408, 0.4114, 0.4899, 0.58984, 0.68344, 0.83364, 0.85792, 0.87672, 0.88926, 0.89336, 0.89376, 0.89324]","[0.4259, 0.4856, 0.57, 0.6802, 0.7629, 0.8768, 0.8856, 0.8917, 0.8949, 0.8979, 0.8983, 0.8993]",74,0.9154,6,0.8978,118350.3735435009
as=cifar10=vit=distill=single,0.3171931803226471,"[0.36224, 0.41212, 0.48866, 0.5887, 0.68274, 0.83392, 0.85488, 0.87646, 0.88792, 0.89284, 0.8932, 0.89396]","[0.4001, 0.4783, 0.5675, 0.6763, 0.7628, 0.8786, 0.8892, 0.897, 0.8992, 0.9045, 0.9054, 0.9055]",74,0.9154,6,0.8978,118865.4925301075
as=cifar10=vit=distill=single,0.29898762702941895,"[0.3628, 0.41042, 0.48694, 0.58704, 0.68024, 0.83528, 0.857, 0.87696, 0.89036, 0.8939, 0.89462, 0.89406]","[0.4082, 0.4805, 0.568, 0.6755, 0.7597, 0.8768, 0.8842, 0.8938, 0.8954, 0.9004, 0.9004, 0.8995]",74,0.9154,6,0.8978,119377.4388179779
as=cifar10=vit=distill=single,0.416647732257843,"[0.36208, 0.40994, 0.48958, 0.5908, 0.6813, 0.83462, 0.85644, 0.87828, 0.89112, 0.89548, 0.89566, 0.89598]","[0.4013, 0.4727, 0.5735, 0.6723, 0.7619, 0.8747, 0.8889, 0.897, 0.8996, 0.9017, 0.9024, 0.9019]",74,0.9154,6,0.8978,119894.82839632034
as=cifar10=vit=distill=single,0.3189779818058014,"[0.36874, 0.42294, 0.4997, 0.60048, 0.69238, 0.84806, 0.86804, 0.8882, 0.90086, 0.90496, 0.90506, 0.90498]","[0.4216, 0.4896, 0.5793, 0.6866, 0.7665, 0.8867, 0.8945, 0.8986, 0.9062, 0.9091, 0.9083, 0.908]",74,0.9154,6,0.8978,120409.84649777412
as=cifar10=vit=distill=single,0.3788933753967285,"[0.3693, 0.41912, 0.49848, 0.59922, 0.69202, 0.8506, 0.8704, 0.89064, 0.90256, 0.90562, 0.9066, 0.90626]","[0.4029, 0.4843, 0.5734, 0.686, 0.7712, 0.8833, 0.8937, 0.9015, 0.9074, 0.908, 0.9078, 0.9083]",74,0.9154,6,0.8978,120941.06484985352
as=cifar10=vit=distill=single,0.27052783966064453,"[0.36922, 0.41878, 0.49638, 0.5999, 0.69212, 0.85264, 0.8728, 0.89234, 0.9056, 0.90846, 0.90874, 0.90906]","[0.4188, 0.4844, 0.5627, 0.6849, 0.7717, 0.8864, 0.8947, 0.9014, 0.9039, 0.9074, 0.9077, 0.9074]",74,0.9154,6,0.8978,121594.9279551506
as=cifar10=vit=distill=single,0.29780006408691406,"[0.35294, 0.40014, 0.4739, 0.57532, 0.66516, 0.80886, 0.83612, 0.85532, 0.86858, 0.87294, 0.8741, 0.87426]","[0.4088, 0.4761, 0.5555, 0.6676, 0.754, 0.8638, 0.8727, 0.8787, 0.88, 0.881, 0.8806, 0.881]",74,0.9154,6,0.8978,122310.7472038269
as=cifar10=vit=distill=single,0.41076260805130005,"[0.35074, 0.39836, 0.47564, 0.5707, 0.66036, 0.80446, 0.82858, 0.84832, 0.86028, 0.86462, 0.86596, 0.86572]","[0.4024, 0.4781, 0.5519, 0.6583, 0.7586, 0.8635, 0.8766, 0.8836, 0.886, 0.8887, 0.8888, 0.8886]",74,0.9154,6,0.8978,122826.0049610138
as=cifar10=vit=distill=single,0.5114836096763611,"[0.3513, 0.40026, 0.47862, 0.57646, 0.66318, 0.80748, 0.83246, 0.85246, 0.86512, 0.8698, 0.87124, 0.8709]","[0.403, 0.4776, 0.5559, 0.6687, 0.7536, 0.8648, 0.8738, 0.8837, 0.8865, 0.8915, 0.8912, 0.8893]",74,0.9154,6,0.8978,123339.84603095055
as=cifar10=vit=distill=single,0.2957223653793335,"[0.3586, 0.41064, 0.48544, 0.58704, 0.67956, 0.82586, 0.848, 0.87002, 0.88176, 0.886, 0.88678, 0.887]","[0.4068, 0.485, 0.5709, 0.6759, 0.7657, 0.8778, 0.8894, 0.8931, 0.8979, 0.8996, 0.8981, 0.8979]",74,0.9154,6,0.8978,123855.67582559586
as=cifar10=vit=distill=single,0.38107040524482727,"[0.36336, 0.41138, 0.4874, 0.58804, 0.68206, 0.83214, 0.8553, 0.87414, 0.88644, 0.8917, 0.89198, 0.89192]","[0.4171, 0.4825, 0.5593, 0.6731, 0.7642, 0.883, 0.8908, 0.8962, 0.8992, 0.9013, 0.9022, 0.9016]",74,0.9154,6,0.8978,124371.6678314209
as=cifar10=vit=distill=single,0.2693495750427246,"[0.362, 0.41124, 0.49042, 0.58514, 0.6808, 0.83384, 0.85662, 0.8771, 0.89194, 0.89496, 0.89566, 0.89646]","[0.4124, 0.4777, 0.5735, 0.6702, 0.7655, 0.8694, 0.8834, 0.8926, 0.8962, 0.8996, 0.8995, 0.899]",74,0.9154,6,0.8978,124885.29217600822
as=cifar10=vit=distill=single,0.3170629143714905,"[0.3654, 0.4161, 0.49208, 0.59126, 0.68292, 0.83592, 0.8582, 0.87836, 0.89108, 0.89526, 0.8959, 0.896]","[0.4069, 0.4641, 0.5532, 0.6647, 0.7517, 0.8695, 0.8793, 0.8862, 0.89, 0.8925, 0.8941, 0.8931]",74,0.9154,6,0.8978,125400.45252013206
as=cifar10=vit=distill=single,0.4523962736129761,"[0.36408, 0.41048, 0.48856, 0.59238, 0.68276, 0.8355, 0.858, 0.87884, 0.89264, 0.89742, 0.89852, 0.89846]","[0.4114, 0.4748, 0.5763, 0.6716, 0.7653, 0.8824, 0.8911, 0.8972, 0.8989, 0.9005, 0.9022, 0.9018]",74,0.9154,6,0.8978,125912.9595336914
as=cifar10=vit=distill=single,0.24100013077259064,"[0.36282, 0.4114, 0.4894, 0.5903, 0.68296, 0.83912, 0.85968, 0.87902, 0.89142, 0.89536, 0.89596, 0.89554]","[0.4021, 0.4757, 0.5617, 0.6819, 0.7711, 0.8802, 0.8883, 0.8955, 0.8964, 0.8997, 0.9007, 0.9008]",74,0.9154,6,0.8978,126431.94823360443
as=cifar10=vit=distill=single,0.4159306585788727,"[0.3651, 0.41566, 0.4941, 0.59504, 0.69012, 0.84772, 0.86744, 0.88778, 0.90006, 0.90338, 0.9032, 0.90368]","[0.4101, 0.4848, 0.5749, 0.679, 0.7656, 0.8844, 0.8926, 0.9003, 0.902, 0.9044, 0.9044, 0.9047]",74,0.9154,6,0.8978,126952.57579112053
as=cifar10=vit=distill=single,0.3632107377052307,"[0.3682, 0.41934, 0.49888, 0.59912, 0.69276, 0.84948, 0.86984, 0.88774, 0.90186, 0.9059, 0.90582, 0.90562]","[0.4127, 0.4846, 0.5803, 0.6837, 0.7712, 0.8864, 0.8918, 0.8991, 0.9025, 0.9061, 0.9075, 0.9078]",74,0.9154,6,0.8978,127716.84666371346
as=cifar10=vit=distill=single,0.2999306619167328,"[0.34962, 0.3954, 0.47284, 0.5689, 0.661, 0.80802, 0.83378, 0.85268, 0.86456, 0.86842, 0.8695, 0.86944]","[0.4188, 0.4679, 0.5502, 0.6645, 0.7574, 0.8672, 0.8776, 0.8845, 0.8858, 0.8903, 0.8894, 0.8902]",74,0.9154,6,0.8978,128179.75520014763
